id,title,spoonacular_recipe_id,recipe_title
12a85c4c-7c60-459f-9d1c-835a3e1a7450,Mommie's Seafood Enchiladas,652330,Mommie's Seafood Enchiladas
e82da354-903e-4f9c-8810-eab290f20877,Morning Banana Split,511697,Morning Banana Split
b3520a57-174c-45b4-84f5-47147fbca0a8,"Mulligatawny - Quick, Curried Soup Using Trader Joe's Ingredients",652576,"Mulligatawny - Quick, Curried Soup Using Trader Joe's Ingredients"
8d97f3e7-9bcb-471c-b0b4-26f1f7ca4e12,Mung Bean Sprout and Quinoa Salad,652594,Mung Bean Sprout and Quinoa Salad
e40ac835-05dd-443e-9ae9-c7fa33cfa16b,Mushroom Tofu Stew,652706,Mushroom Tofu Stew
a0e1d306-3437-47cc-8762-9fe5ea7ac666,Neoguri (Spicy Seafood Ramen),653008,Neoguri (Spicy Seafood Ramen)
50ee5161-55de-44ad-b117-524706e3eac5,New Years Day Black Eyed Peas,653072,New Years Day Black Eyed Peas
be135cd9-556d-4f41-ae42-ecd02ffab2f3,North African Chickpea Soup,653275,North African Chickpea Soup
5d7dba95-8c33-4b8d-aea6-b27b2ca23ac8,Nummy Noodle Soup,653322,Nummy Noodle Soup
c0884f9b-1712-4a08-a132-d29b2dfb394e,Nutrient rich green peas cookies,653374,Nutrient rich green peas cookies
1eb39b95-6543-4aa1-bd96-541034d37dde,Old-Fashioned Potato Salad,653611,Old-Fashioned Potato Salad
396916da-3e41-4a9d-a01b-6b3b4435f670,"Orecchiette with Brown Butter, Broccoli, Pine Nuts, and Basil",654008,"Orecchiette with Brown Butter, Broccoli, Pine Nuts, and Basil"
87fbc313-f182-4e27-b910-e5f7539c4df8,Orecchiette With Sun-Dried and Fresh Cherry Tomatoes,654009,Orecchiette With Sun-Dried and Fresh Cherry Tomatoes
87c9020a-df66-4c50-a3e2-f4dfd64cdd0a,Organic Berry Crostata,654045,Organic Berry Crostata
45441811-2cd9-4f5d-9dfe-09a0f3996ae5,Pad Se Ew Tofu With Vegetable Noodles,654318,Pad Se Ew Tofu With Vegetable Noodles
7a5c5e47-9b3e-4f18-ac77-33e654054b79,Paella for Four; A Wonderful Spanish Mixed Seafood Stew,654327,Paella for Four; A Wonderful Spanish Mixed Seafood Stew
2fe5a03c-3174-4cb9-ac1d-2a8c3aa2709d,Pakistani Rice,654361,Pakistani Rice
e1a40c7e-d899-41a4-bf34-2c2a8bb337d2,Palak-tofu (bean curd),654379,Palak-tofu (bean curd)
5faa99eb-4637-4458-b0ea-2eb7b952db50,Pan-Fried Stuffed Tofu With Oyster Sauce,654460,Pan-Fried Stuffed Tofu With Oyster Sauce
0fea5b10-69a3-41c8-8c8c-b7175dc5ddb6,Pancit Bihon (Filipino Pancit),654504,Pancit Bihon (Filipino Pancit)
60361dbf-daf4-433d-a0f5-78d3d7768201,Pancit Sotanghon Guisado,654510,Pancit Sotanghon Guisado
619e63f8-7287-489d-9306-ffdad4fb83e3,Party Quiches,654744,Party Quiches
5c85dc5e-9265-48bf-87fb-380f6b13a80a,Pasta,715748,Pasta
d7cc16b2-ca7f-4d59-b92a-62849f39a830,Pasta All'arrabbiata,654796,Pasta All'arrabbiata
c5522525-09c8-4da9-b5df-dc551e69616d,Pasta Margherita,511728,Pasta Margherita
959daf42-3615-4506-b6b0-f01ab1a509f8,Patti's Paella,655017,Patti's Paella
c862e3ee-e357-419a-bfda-2e715daf7503,Pea Soup With Smoked Pork Ribs,655055,Pea Soup With Smoked Pork Ribs
8dbfe570-771a-4fcb-bfff-9ed6a321cfb3,Peking Chicken,655550,Peking Chicken
02b4bd87-5f8d-4ae5-9266-4377b03b562d,Penne Arrabiata,655573,Penne Arrabiata
283c2b91-030c-4a6d-a912-eda9cf64e4d6,Penne Pasta with Broccoli and Cheese,655575,Penne Pasta with Broccoli and Cheese
01c47b20-e343-4504-b073-24c5168fc69a,"Penne with Sausage, Tomatoes and Potatoes",655601,"Penne with Sausage, Tomatoes and Potatoes"
df8212ba-e18f-492d-888a-a0b121678bcf,Peppered Goat Cheese Log Sliders,655649,Peppered Goat Cheese Log Sliders
edede68b-1d22-4950-bcc2-522feb60ffb1,Pesto Fresh Caprese Sandwich,655822,Pesto Fresh Caprese Sandwich
71bc7e8e-b309-4a3d-9639-bc19c566f247,Plantain Salad,729366,Plantain Salad
f31ec2a0-ea20-4cdc-9ff1-c337d414ac33,Poached Egg With Spinach and Tomato,656481,Poached Egg With Spinach and Tomato
b56e3d31-9664-41c7-bbe1-ca12149b72ce,Poached Prawns with Fettuccine and French String Beans,656506,Poached Prawns with Fettuccine and French String Beans
0b09dbf8-4f25-4b66-b3f7-b08b12fb9bce,Polenta gnocchi with savoy cabbage and cheese,656544,Polenta gnocchi with savoy cabbage and cheese
5af8f7c3-a376-4b5d-b98f-98c74222ae3f,Pork Patty Bánh Mì,656795,Pork Patty Bánh Mì
193e5829-136c-4db2-b332-c953fcbb4eae,Pork-Stuffed Tofu With Tomato Sauce,656855,Pork-Stuffed Tofu With Tomato Sauce
3a6932fd-dcf8-4ab2-96c9-afb2dffb5941,Portobello Baked Eggs,157960,Portobello Baked Eggs
7ea4fe6c-5823-4601-b166-45fbe75d90ae,Quick Chicken Enchilada Soup,657579,Quick Chicken Enchilada Soup
7c85d8eb-c907-4a2a-90d2-b9bcefe3ecf3,Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries,716004,Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries
aef3c52e-3d78-4bc8-b5da-a179a91142af,"Quinoa Salad With Avocado, Asparagus and Sun Dried Tomatoes",657679,"Quinoa Salad With Avocado, Asparagus and Sun Dried Tomatoes"
75fa724e-eb4d-4360-93c6-a3ca65509637,Quinoa Stuffed Mushrooms,657682,Quinoa Stuffed Mushrooms
19c90f39-782a-4df8-a992-e396301419bc,Quinoa Tabbouleh Salad,657686,Quinoa Tabbouleh Salad
438b4566-cac6-4aa5-b6f9-ce5be55ff3bf,Quinoa Tabouli with Lemon Garlic Grilled Shrimp,657689,Quinoa Tabouli with Lemon Garlic Grilled Shrimp
6db42115-5ba9-4ddc-9e47-964e4991b2c5,"Quinoa, Tomato, Green Onion Side Salad",657698,"Quinoa, Tomato, Green Onion Side Salad"
b0d677f1-fdf7-4adc-884b-04aadf3a89a1,Rice noodle salad with sesame oil dressing,658269,Rice noodle salad with sesame oil dressing
050c0b77-fd9b-448d-bd7b-3cc8c82c88f8,Rice Noodles With Wonton/chinese Ravioli In Mushroom Sauce,658270,Rice Noodles With Wonton/chinese Ravioli In Mushroom Sauce
f6044de7-f71a-4514-8bcf-638221262baf,Roasted Broccoli with Lemon and Garlic,658509,Roasted Broccoli with Lemon and Garlic
b0d2c223-6e19-4172-b952-5b933a4f2454,Roasted Butterflied Chicken w. Onions & Carrots,716427,Roasted Butterflied Chicken w. Onions & Carrots
c2958782-99a4-4f95-9a75-839d26fe5941,Roasted Sweet Potato and Quinoa Soup,658675,Roasted Sweet Potato and Quinoa Soup
54f26e44-5ef4-45f1-b33c-3cc9a7918241,Roll Up Eggplant Lasagna,658743,Roll Up Eggplant Lasagna
f9dbf3cc-71b4-47e4-b47b-c0106430edea,Roma Tomato Bruschetta,658753,Roma Tomato Bruschetta
b90ec08f-4703-4a90-b39a-bccbba5d20d3,Salad Nicoise,659006,Salad Nicoise
ffcb68da-642f-4fa9-9d42-d78173a31cae,Salmon En Papillote With Mangos and Orange Suprêmes,659069,Salmon En Papillote With Mangos and Orange Suprêmes
4ad517d2-4505-477f-816c-ba15195e02d1,Salmon Frittata,659081,Salmon Frittata
4e5a096f-5663-4e39-94fa-6512c16011da,Salmon Quinoa Risotto,659109,Salmon Quinoa Risotto
fafc5261-d9de-4788-9bf5-a47183977405,"Sausage, Spinach, and Quail Egg Breakfast Salad",659396,"Sausage, Spinach, and Quail Egg Breakfast Salad"
4b8a243b-adca-4d14-9685-d6a94aa31c22,Savory Slow Roasted Tomatoes with Filet of Anchovy,631757,Savory Slow Roasted Tomatoes with Filet of Anchovy
a3bc7f0d-3fd9-40e0-a3ea-5e7433f2441c,Scrambled tofu with rocket,659604,Scrambled tofu with rocket
766fc0af-a3f6-4999-b86e-a1b527b6285b,Seared Ahi Tuna Salad,13073,Seared Ahi Tuna Salad
5cb0e982-4a47-4aec-8498-a22acc50efe1,Semi Ripe Plantain Pottage,716370,Semi Ripe Plantain Pottage
f599f7da-7540-4272-9e30-15637075cdc8,"Serbian Raznjici - Kebabs With Pork, Bacon, Onion and Sweet Pepper",659742,"Serbian Raznjici - Kebabs With Pork, Bacon, Onion and Sweet Pepper"
18a0f5f1-dbcd-4cee-a82d-eb5ef56a1f46,Shrimp pasta with white wine tomato cream sauce,659988,Shrimp pasta with white wine tomato cream sauce
959ea16f-2a15-4a80-b90b-bd2fab79917a,Shrimp With Scallop Pasta,660019,Shrimp With Scallop Pasta
921821f7-c882-4db6-8bf8-9aee59b6c7c0,"Shrimp With Tomatoes, Feta, and Pine Nuts",660021,"Shrimp With Tomatoes, Feta, and Pine Nuts"
0a830a21-a6b3-4307-90ae-f7904e07aa1b,"Shrimp, Bacon, Avocado Pasta Salad",667704,"Shrimp, Bacon, Avocado Pasta Salad"
2febd4b1-dbd2-4891-8b2d-c15f3bf7df03,Siamese Fried Noodle (Mee Siam),660048,Siamese Fried Noodle (Mee Siam)
f3550e45-ac43-4b92-9447-cf735faa04d5,Simple lentil soup,660109,Simple lentil soup
54ee1c5f-bf40-42b5-98f5-8ee0e76cad65,simple potato salad + bacon + onion,660126,simple potato salad + bacon + onion
7a9e263a-57e4-4249-b7b3-fec7eee0aaf9,Simple Roast Chicken,660133,Simple Roast Chicken
42388491-e25f-4f78-9e11-b03ad69df338,Simple Spinach and Tomato Frittata,769775,Simple Spinach and Tomato Frittata
07338cd4-ce00-4d19-a715-3e80c1d26f7a,Slow Cooker Beef Stew,715446,Slow Cooker Beef Stew
50e99e9c-9deb-4018-8ced-7db369a6e0b3,SLOW COOKER CHICKEN GUMBO SOUP,660283,SLOW COOKER CHICKEN GUMBO SOUP
c7fe6586-ddf7-4c1e-8dd6-487d07d0ebde,Slow Cooker Chicken Verde Enchilada,660286,Slow Cooker Chicken Verde Enchilada
8c2b7019-d658-4c8f-a390-abfe3da795c2,Slow Cooker Salsa Verde Chicken Tacos,713957,Slow Cooker Salsa Verde Chicken Tacos
d2410b65-ed99-413c-b7d7-1fffb2ab3197,Slow Cooker Taco Stew,685023,Slow Cooker Taco Stew
d8e653cf-b7e0-449c-bc3e-6cf1f0fa2778,Slow-Roasted Tomatoes,660313,Slow-Roasted Tomatoes
875e1a1e-db39-4be0-8c6e-045ef0ae91d0,Smoked Salmon Fettuccine,660370,Smoked Salmon Fettuccine
024e5c03-e92d-46a8-95e5-1ee7ee06e75b,Smoothies,715732,Smoothies
319db3bb-f34b-4c1f-a706-f9325cc33e54,Spicy Lemongrass Soup,661121,Spicy Lemongrass Soup
0d01f60e-f343-409f-af5c-e9b5af80e61a,"Spicy lentil and black rice soup with kale, spinach and leek",661122,"Spicy lentil and black rice soup with kale, spinach and leek"
b69af3fc-6f26-4fc7-9bf7-ecf1a6142ffe,Spicy Vegan Chili,661223,Spicy Vegan Chili
7e7c8238-d67d-49da-a811-6a0832704501,Spinach Chickpea - Palak Chana Rice,661287,Spinach Chickpea - Palak Chana Rice
470f580f-06f7-4918-bdf8-438f606424ce,Spinach Kugel,661302,Spinach Kugel
60a19cac-08c6-417a-a9b8-9f93d01f366f,"Spring Risotto with Shrimp, Asparagus and Artichoke Hearts",661427,"Spring Risotto with Shrimp, Asparagus and Artichoke Hearts"
8ce3b670-190c-4da1-b482-9080ef53af6c,Steamed Chicken With Soy-Ginger Sauce,661556,Steamed Chicken With Soy-Ginger Sauce
a78ce31e-4841-4ec0-bf0c-2559905ca3b2,Steamy Creamy Mushroom Risotto,157375,Steamy Creamy Mushroom Risotto
ec120724-3327-47c8-865a-2fd159504872,Strawberry and Chocolate Chip Panini,661741,Strawberry and Chocolate Chip Panini
74131c57-c397-405c-9431-f6b076cf7bb0,Strawberry And Vanilla Cream Bread Pudding with Toasted Coconut,661751,Strawberry And Vanilla Cream Bread Pudding with Toasted Coconut
f3b3eab6-1c67-4c3b-91d2-a401f96354a0,Stuffed Buttercup Squash- Whole Grain Rice & Chicken,803364,Stuffed Buttercup Squash- Whole Grain Rice & Chicken
1b8fe3a1-81a0-493e-9d0e-061488db160b,Stuffed Shells with Beef and Broc,157426,Stuffed Shells with Beef and Broc
15b175d4-f8f1-48e9-bcef-a70fd84e6a20,Summer Berry Pudding,662208,Summer Berry Pudding
731cf7b1-9af8-44a3-8e02-832e6dc8da94,"Summer Ricotta Flatbread w Cucumber, Tomato & Scallion",681708,"Summer Ricotta Flatbread w Cucumber, Tomato & Scallion"
1e306c87-9c1b-4e93-9505-e4c51baf7e23,Summer Rolls,662243,Summer Rolls
016fdfd7-a5d2-453b-a63d-1e6c4f17b0f8,Sun Dried Tomato and Herb Baked Eggs,662276,Sun Dried Tomato and Herb Baked Eggs
feace78e-bdeb-41ea-b8fb-c7c38fe6da0e,Sun-Dried Tomato and Leek Quiche,662291,Sun-Dried Tomato and Leek Quiche
9ef1cc2f-78ff-47ce-a351-8a57f2d43911,Sweet-N-Smoky Salmon With Ginger Mahogany Rice,662654,Sweet-N-Smoky Salmon With Ginger Mahogany Rice
ed94f6de-7ea5-43f6-8d29-33640712e433,"Sweet, Spicy Cherry Tomato Pasta",662649,"Sweet, Spicy Cherry Tomato Pasta"
1230237e-9354-4542-b3a4-ce3cb6fd5c4e,Taco Casserole,1098303,Zesty Taco Casserole
30f1ad4a-a434-4d55-9672-1f35ae0404b8,Thai Chopped Chicken Salad Quinoa Bowls,682659,Thai Chopped Chicken Salad Quinoa Bowls
53fa5b64-0cd4-4ed7-bb10-163e343faa99,Thai Sausage Salad,663149,Thai Sausage Salad
3775ae3b-faab-4491-9181-b6ff172a9a99,The Blarney Burger,663252,The Blarney Burger
e6c005e1-a93f-4b76-945a-d4a54e64fcf1,"Toasted"" Agnolotti (or Ravioli)",631807,"Toasted"" Agnolotti (or Ravioli)"
b17d49a3-5c78-4ea3-b85f-241637ada9e9,Tomato and Bacon Pizza With Rice Crust,663553,Tomato and Bacon Pizza With Rice Crust
fc628d64-605f-42d9-9f0a-54b9b1b11adc,Tomato Free Mexican Lasagna,663595,Tomato Free Mexican Lasagna
5b315e5b-4282-4ab1-95c1-ae542bc32a76,Tortilla Burger Loco Vaca,622825,Tortilla Burger Loco Vaca
81612bf3-915e-44dd-97a7-7f3351e658b0,Traditional Panzanella,663771,Traditional Panzanella
1d9ad388-5391-40c8-ba51-64d609fe0b15,Tricolor Rotini pasta Salad,663813,Tricolor Rotini pasta Salad
0ac82efc-b13a-42ca-a16e-2dbe4d9294a5,Trinidad Callaloo Soup,663822,Trinidad Callaloo Soup
7f60c7c6-b4f9-4534-9391-04169dde965e,Tuna Sandwich Savory Cake (Swedish Smörgåstårta),1095945,Tuna Sandwich Savory Cake (Swedish Smörgåstårta)
4e86e6bf-1969-482a-841d-8e6f9520bdc9,Tuna Stuffed Cherry Tomatoes,663948,Tuna Stuffed Cherry Tomatoes
5325a1c6-d205-4502-8f7e-bdae60730df1,Turbo Chicken,663971,Turbo Chicken
aac3e3d9-21c7-4cde-bf98-7fd3ebd0c039,Turkey Ranch BLT,1095992,Turkey Ranch BLT
84774565-83b8-4986-a1c4-612db31469c4,Udon Noodles Chicken Tempura,664206,Udon Noodles Chicken Tempura
6b0beb8c-ff89-466e-8b91-19750f798313,Vanilla Yogurt Mousse With Strawberry Marshmallow,664340,Vanilla Yogurt Mousse With Strawberry Marshmallow
4646f828-6fd9-4c95-9d17-a6befcc29ebb,"Vegan Black Rice, Baked Tofu and Avocado Bowl",664394,"Vegan Black Rice, Baked Tofu and Avocado Bowl"
0a04f952-5572-4efd-87bb-78065a968293,"Vegan Lemon-Berry ""Cheese""Cake",664449,"Vegan Lemon-Berry ""Cheese""Cake"
1d7cb53d-de54-4a57-8ed5-0f6d24966611,Vegan Stuffed Portobello Mushroom over Quinoa,664491,Vegan Stuffed Portobello Mushroom over Quinoa
193934da-9336-44de-8dbd-561948e60113,Vegetable Bibimbap,664523,Vegetable Bibimbap
9c2e1711-0aa0-4f31-8c5c-9c8107901dc1,Vegetables,715754,Vegetables
1dfa8dd6-d5a0-4a91-9c21-7793776836c0,Vegetarian Burgers,664643,Vegetarian Burgers
01298512-1185-4b83-a21a-f942ea3fbbaa,Vegetarian Burgers,664643,Vegetarian Burgers
9f1bbe02-6e4f-4cd6-b8c4-1d082d27dbea,Vegetarian Burgers,664643,Vegetarian Burgers
7bf24e8b-e673-45ac-be71-bc764f8b5125,Vegetarian Falafels,664658,Vegetarian Falafels
fe5a9fb5-6c79-4139-acb6-0e1c64405d20,Vegetarian Serbian Rice Pilaf,664699,Vegetarian Serbian Rice Pilaf
1796dbfa-282b-4d49-a240-496334b4b5be,Vegetarian Tostadas,664718,Vegetarian Tostadas
1909ea26-4346-47fc-8b76-2aa8dee7396f,Vegetarian Tostadas With Spicy Black Beans (+gluten free),664726,Vegetarian Tostadas With Spicy Black Beans (+gluten free)
597267ae-f61f-490d-b8ec-3b09d56d1586,Venison Meatloaf with Blackberry BBQ Sauce and Buffalo Sweet Potato/Pumpkin Hash,664780,Venison Meatloaf with Blackberry BBQ Sauce and Buffalo Sweet Potato/Pumpkin Hash
9b52528a-9aca-4d36-9fb8-efce767b3fc0,Vietnamese Noodle Salad With Tofu,664835,Vietnamese Noodle Salad With Tofu
e8b356fd-5705-4992-bc9a-3078eeae3f6f,Vietnamese Spring Rolls,664847,Vietnamese Spring Rolls
10f3e841-4fc4-42a9-b01e-f90c1e794894,Vietnamese Spring Rolls With Hoisin Peanut Dipping Sauce,664845,Vietnamese Spring Rolls With Hoisin Peanut Dipping Sauce
ec1467db-e071-45c6-8b9e-35de1fcec7f9,Walnut Lentil Burgers with Tarragon,664929,Walnut Lentil Burgers with Tarragon
09369bd8-610b-4235-ab5f-b79c2e772714,What to make for dinner tonight?? Bruschetta Style Pork & Pasta,715538,What to make for dinner tonight?? Bruschetta Style Pork & Pasta
5c2ec889-9896-44a5-9051-8cb624cf4661,Whole 30 Slow Cooker,795512,Whole 30 Slow Cooker
5eceba5e-1c92-42b9-b4cc-9646d228b41b,"Wild Rice With Bacon, Mushrooms & Green Onions",665344,"Wild Rice With Bacon, Mushrooms & Green Onions"
5339783e-0721-455f-8778-f3307ac90273,Yakhni Puloa,665491,Yakhni Puloa
ace85ccc-08f0-4db5-a478-c96205914040,Your Basic Low Carb Breakfast,1747693,Your Basic Low Carb Breakfast
3c412d3e-d652-4630-a6fd-7f50b5c30e29,Zomppa's Spicy Beef Noodle Soup,665685,Zomppa's Spicy Beef Noodle Soup
bc4560ba-d301-4ca0-a6be-79abd7b85fd7,Zucchini Burgers with Lemon Herb Yogurt Sauce,665721,Zucchini Burgers with Lemon Herb Yogurt Sauce
