spoonacular_recipe_id,title,instructions,servings,ready_in_minutes,image_url,created_at,updated_at
638289,"Chicken Rollintini with Pesto, Baby Spinach & Brown Rice","<ol><li>Pound out the chicken a little thinner. Spread about 1 1/2 tsp of pesto on one side of the chicken.</li><li>Pile the baby spinach and brown rice onto the chicken, on the end closest to you.</li><li>Roll up the chicken and use toothpicks to secure the ends and center. It gets a little messy, some rice falls out, just roll with it.</li><li>I seasoned the exterior lightly with salt and pepper. Then in a pan, over medium high heat, brown the chicken on all sides then place into a baking dish with the chicken broth.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/638289.jpg,2026-03-14 22:22:33.722098+00,2026-03-14 22:22:33.81+00
638338,Chicken Spaghettini With Fried Capers,"Fry chicken (a pre-bought roaster will work too) and shred it with your hands...no chopping.
Pour out chicken fat (leave some chunks) from pan and add olive oil, capers, chili flakes, garlic and cook 3-5 min on medium heat.
Add chicken plus lemon zest, then squeeze in juice from lemon for good measure.
Cook spaghettini and then mix everything together and finish with basil, fresh parm and pepper and sea salt.",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/638338.jpg,2026-03-14 23:15:14.870806+00,2026-03-14 23:15:15.022+00
638549,Chili and Garlic Spiced Beef and Broccoli Stir Fry,"Combine chicken broth, cornstarch, soy sauce, rice vinegar, Mirin, sesame oil, sugar and Asian chili sauce in a small bowl.
Preheat non-skillet over medium high heat with 1/2 tablespoon coconut oil. Add beef and stir fry until beef is cooked through, 3  4 minutes. Remove from pan.
Add remaining coconut oil and saute broccoli for 3  4 minutes until crisp-tender. Add chicken broth or water as needed to keep pan from becoming too dry.
Add beef and sauce into the pan with the broccoli and stir until sauce thickens, 4  5 minutes.
Serve over rice.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/638549.jpg,2026-03-14 22:24:50.983897+00,2026-03-14 22:24:51.084+00
638717,Chinese Steamed Flan,"<ol><li>For caramel:</li><li>Spread sugar evenly in the bottom of a heavy saucepan and place over medium-low heat. It may take several minutes before the sugar begins to melt. Without stirring, watch the sugar closely as it begins to liquefy at the edges.  It will slowly turn from a yellow to a golden and finally to a brown caramel sauce.</li><li>When the liquefied sugar is turning from golden to brown, immediately remove the saucepan from the heat. Watch carefully!  (If you miss this point, the sugar will quickly turn too dark and you will have to start all over again).  Immediately pour liquid caramel into 6 3-1/2 inch ramekins and swirl to cover bottom evenly. The caramel hardens rapidly, so work quickly.  Set aside.</li><li>For flan:</li><li>Place 2 inches of water on the bottom portion of steamer.  Cover and allow water to come to a boil.  In the meantime, heat milk and sugar in a saucepan until just warmed and sugar has dissolved.  Whisk eggs and vanilla in a large bowl until blended.  Slowly pour warmed milk into the eggs, beating until well combined.  Scoop off foam and discard.  Ladle into prepared ramekins and place into steamer.</li><li>Turn down heat  this is very important  to medium and steam for 15 minutes.  Remove and allow to cool.  Once cool, cover and refrigerate overnight.  When ready to serve, carefully run a knife around the inside each ramekin to loosen the flan. Place a plate on top of the flan and invert until flan pops out.  Serve with sliced strawberries.</li></ol>",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/638717.jpg,2026-03-14 23:12:50.245209+00,2026-03-14 23:12:50.392+00
638780,Chock Full Of Broccoli Soup,"<ol><li>Separate broccoli florets from stems. Cut florets into bite-sized pieces; trim and peel stems, and cut into bite-sized pieces.</li><li>Place soup pot over medium heat and add oil; when hot, add onions and broccoli stems, and stir well to coat with oil. Reduce heat to low and cook, covered, for 8 to 10 minutes, or until onions are translucent and tender. Uncover, add garlic, blend well, and cook 1 minute longer.</li><li>Add florets and chicken broth; bring to boil over high heat. Reduce heat to low and simmer, covered, for 10 to 15 minutes, or until broccoli is tender. </li><li>Remove from heat and whisk in miso; allow to cool 5 minutes.</li><li>Puree half the soup in several batches in blender, adding some tofu with each batch.  Return pureed soup to the pot; stir well to blend. Thin with additional chicken broth, if desired. Add salt, pepper, and tarragon, if using. Serve immediately.</li></ol>",4,30,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/638780.jpg,2026-03-14 22:23:47.970198+00,2026-03-14 22:23:48.07+00
639212,Chocolate Strawberry Fudge Cake,"Preheat oven to 180 degrees C. Grease and line the bottom and sides of one 20cm round cake tin.
Beat butter and sugars until light and fluffy.
Beat in eggs, essence and golden syrup till mixed fully through.
In a separate bowl, sift the cocoa powder and SRF together. Stir in the almond meal.
Alternating with the milk, fold in the dry ingredients into the butter-egg mixture until a smooth batter is formed.
Spoon batter into the cake pan (make sure it isnt too high, though it wont be if you had my luck!), smooth the top using the back of the spoon and bake for 35-40 minutes or till a skewer inserted comes out clean.
Let stand in pan for 5 minutes before turning out onto the wire racks to cool completely.
Meanwhile make the frosting: Place all frosting ingredients into a saucepan and melt on low heat till combined and smooth. Stir continuously. Once melted, pour into a bowl and let cool. Refrigerate for an hour, or until spreadable (I whipped mine a bit before using to loosen it).
Once cool, split the cake in half carefully.
Spread one halfs crumby bottom generously with a layer of frosting.
Top with the hulled and halved strawberries generously, overlapping and making sure you fit as many as humanly possible.
Add some more frosting on top (not too much) and gently place the other half of the cake on top (crumby side down)
Frost the remaining cakes sides and top and decorate with the non-hulled strawberries and chocolate sauce.
Serve at room temperature after 3-4 hours of refrigeration (or eat without refrigerating)",10,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/639212.jpg,2026-03-14 23:12:40.985893+00,2026-03-14 23:12:41.132+00
639318,Chorizo and Cheese Crostini,"Preheat oven to 400 degrees.
Heat a 12-inch cast-iron skillet. Add the chorizo, break it into chunks with a wooden spoon and cook over moderate heat, turning, until cooked through and lightly browned, about 8 minutes.  Remove from heat to allow to cool.  (This step can be done and advance and refrigerated overnight.)
Grate cheeses and cabbage.
Slice baguette into 1/4 slices on a slight diagonal angle.  Place on a cooking sheet.  (Consider lining with foil for easy clean-up since you will spoon the mixture on to each slice.)
Combine the cheese and cabbage with the cooked chorizo.  Using a spoon, top each baguette slice with one or two spoonfuls.
Heat in the oven for 10 minutes to allow for cheese to melt and bread to get crispy.",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/639318.jpg,2026-03-14 22:24:38.338981+00,2026-03-14 22:24:38.439+00
639337,"Chorizo, Bacon, Mushroom and Pea Pasta","<ol><li>Put the pasta in a pan and then boil the kettle</li><li>While the kettle is boiling chuck the Chorizo and bacon in a frying pan with the oil on a high heat.</li><li>Put the boiling water from the kettle in the pan of pasta and add salt, pepper and a dash of olive oil. Simmer until done.</li><li>Once the bacon looks like it is about to get crispy add the mushrooms and the garlic. Keep turning at this point to make sure the bacon doesn't burn.</li><li>Just before you drain the past throw the peas in the frying pan with the bacon and turn the heat down to low.</li><li>Drain the pasta and then add the pasta to the frying pan and coat it in the lovely orangey/red oil from the chorizo.</li><li>Serve with some freshly ground pepper.</li></ol>",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/639337.jpg,2026-03-14 22:22:51.422146+00,2026-03-14 22:22:51.526+00
639430,Cilantro Tofu Bean Burgers,"Start with the sauce. Put all the ingredients to food processor and process until smooth.
For the burgers put beans, egg and tofu to a food processor and process until smooth. If you processor is small and not very powerful like mine, you might want to do it in portions.
Meanwhile saute the onion, poblano pepper and garlic until soft. Season with salt.
In a bowl combine burger mix with cilantro, sauteed onions and peppers, Salt, pepper, cumin, smoked paprika and breadcrumbs. Mix well. If necessary add more bread crumbs.
Form uniform patties and fry on a greased grilling pan on both sides. Be very gentle when turning over because they might break easily.
Serve on a bun with some green mayo.",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/639430.jpg,2026-03-14 23:11:22.841169+00,2026-03-14 23:11:22.997+00
639567,classic beef burgundy,"<ol><li>In a large cast iron cocotte, fry the bacon until golden brown, set aside.</li><li>Brown the beef for a few minutes on high heat, add the onion, then the flour, mix together and heat</li><li>for 1-2 minutes.</li><li>Add the carrots and the red wine. Cover the meat with water and add the bouquet garni, bacon,</li><li>chicken stock cube, salt and pepper to taste. Bring to a boil, then cook for 2-3 hours on low heat,</li><li>uncovered  remove the bouquet garni.</li><li>Serve with fresh tagliatelles or steamed potatoes.</li></ol>",8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/639567.jpg,2026-03-14 22:23:04.669719+00,2026-03-14 22:23:04.77+00
640117,Corn-Crusted Fish Tacos With Jalapeno-Lime Sauce and Spicy Black Beans,"<ol><li>Mix the mayo, lime juice and chopped jalapeno in a small bowl. Salt and pepper to taste, then put in the fridge.</li><li>Chop all veggies and set aside.</li><li>Add 1 tablespoon of oil to a small pan over medium-high heat. Add the green onions and allow them to saute for 1-2 minutes. Pour both cans of drained beans into the pan. Bring to a simmer and add the cumin, cayenne and  tsp. of salt. Squeeze a couple of lime wedges into the beans. Cook for 5 minutes longer. Cover and set aside. Top the beans with cheese when you are ready to serve them.</li><li>Heat a large skillet to high heat. Cut the fish into 1 x 3 inch strips. Drizzle oil on the fish, then salt and pepper both sides.</li><li>Pour the cornmeal into a pie pan. Roll the fish strips in cornmeal, shaking off the excess.</li><li>Add 2 tablespoons of oil to pan. When it is hot, cook half the fish strips 1-2 minutes per side, until opaque and flaky. The cooking time will depend on the thickness of the fish. Remove the fish from the pan and place on a paper towel-lined plate. Repeat.</li><li>Warm the tortillas in the microwave. Divide the fish between 8 tortillas. (You can double up the tortillas so they wont break!) Then top each with cabbage, tomatoes, cilantro and jalapeno-lime sauce. Serve with lime wedges and hot sauce, black beans on the side.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/640117.jpg,2026-03-14 22:23:16.77462+00,2026-03-14 22:23:16.875+00
640190,Coulibiac Of Salmon,"Preheat the oven to 400 degrees F.
Place a skillet over medium heat.  Add the butter, sliced shallots and mushrooms. Saute for 5 minutes to brown the mushrooms. Then salt and pepper to taste and add the wine. Allow the mushrooms to simmer until the wine has completely reduced and the mushrooms are nearly dry--about 15-20 minutes.
Meanwhile, cut one sheet of puff pastry into 4 squares and place them on a parchment paper-lined baking sheet. Top each square with 1/4 cup of cooked rice--make sure to leave a border around the edges.
Squeeze the spinach to remove any excess liquid, then layer the spinach over the rice. Sprinkle the spinach with a touch of salt.
Once the mushrooms have cooked down, layer them on top of the spinach.
Now top each stack with a half-portion of salmon. Salt and pepper the Salmon and sprinkle with fresh dill.
Whisk the egg and brush it around the exposed puff pastry edges.
Roll the second piece of puff pastry out to a slightly larger square. Cut it into four smaller squares. Lay each square over a salmon stack. Gently seal the edges by crimping with a fork.
Brush the remaining egg over the tops. Cut a small vent in the top of each pastry.
Bake for 20-30 minutes until the tops are golden!",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/640190.jpg,2026-03-14 22:22:44.147335+00,2026-03-14 22:22:44.244+00
640194,Country Breakfast: Tofu and Veggie Scramble With Home Fries,"Tofu and veggie scramble
Press the tofu for 30 minutes prior to cooking. Chop all the veggies and leave ready to begin cooking process.
Using a non-stick skillet, heat olive oil on medium heat. Add pressed tofu and crumble in large pieces. The tofu will need to cook and dry out a little for 10 to 15 minutes, so meanwhile, add onions and garlic to tofu.
After those 15 minutes, add asparagus and mushroom and all the rest of the spices plus the water. Cook for 5 minutes and serve hot!
Home Fries
Prepare potatoes before starting on tofu scramble.
Preheat oven to 450F and move oven rack to the next to last highest row. Line a small cookie sheet with parchment paper.
Wash and scrub potatoes. Dice them and add to a medium bowl. Add olive oil, salt and pepper and mix well. Pour potatoes on cookie sheet and spread evenly. Bake for 20 minutes and serve while hot.",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/640194.jpg,2026-03-14 23:22:22.287116+00,2026-03-14 23:22:22.433+00
640229,Cous Cous Tofu Salad With Creamy Herb Dressing,"Bring chicken stock and salt to a boil. Add cous cous. Remove from heat, over and let stand 5 minutes, or until all liquid is absorbed. Fluff with a fork. Let cool.
In a large bowl add chopped bell pepper, cucumber, tofu, currants, pecans, green onions and cous cous.
For dressing, combine yogurt, lemon juice, vinegar, dill and basil. Grate garlic with a microplane into the mixture. Season with salt and pepper.",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/640229.jpg,2026-03-14 22:24:50.11917+00,2026-03-14 22:24:50.202+00
640321,Crab Stacks,"COMBINE THE QUINOA, OJ AND STOCK IN A SAUCEPAN. COOK OVER MEDIUM HIGH HEAT UNTIL ALL LIQUID HAS BEEN ABSORBED. REMOVE FROM HEAT AND SET ASIDE.
CUT THE LIME INTO QUARTERS.
COMBINE THE MANGO AND FRESNO CHILE. SQUEEZE A 1/4 OF THE LIME OVER THE MIXTURE AND MIX TO COMBINE.
COMBINE THE TOMATO, CILANTRO, GREEN ONION AND GARLIC. SQUEEZE 1/4 OF THE LIME OVER THE MIXTURE AND STIR TO COMBINE.
USING A ROUND MOLD, SPOON SOME OF THE PREPARED QUINOA INTO THE BOTTOM. IF USING THE SALMON- SPOON IN A LAYER OF THE SALMON.- OTHERWISE USE CRAB. TOP WITH A LAYER OF THE TOMATO MIXTURE, THEN AVOCADO.
TOP WITH A THIN LAYER OF THE QUINOA, THEN CRAB, FOLLOWED BY AVOCADO, THE MANGO MIXTURE AND MORE CRAB AND FINALLY TOPPED WITH A BIT MORE MANGO MIXTURE.
PRESS DOWN AND THEN REMOVE THE MOLDS.
GARNISH WITH PICKLED GINGER AND RADISHES AND USE THE REMAINING 1/2 LIME TO SQUEEZE OVER THE STACKS. SERVE COLD.",3,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/640321.jpg,2026-03-14 22:23:34.306373+00,2026-03-14 22:23:34.396+00
640461,Crawfish Cake Sliders,"In a saute pan heat 1 teaspoon oil, add chopped onion, red pepper and celery and cook until tender, about 2-3 minutes.
Remove pan from heat and add garlic, crawfish meat, and 1 teaspoon Creole spice (or to taste). Transfer to a mixing bowl and set aside to cool.
Mix in egg and enough bread crumbs for mixture to bind; adjust seasonings to taste with salt, pepper and Creole spice.
Form into 8 equal patties and flatten to 3/4-inch thick. Heat remaining oil in a saute pan and cook cakes on both sides until brown and crispy.
Serve with a dollop of tartar sauce.",8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/640461.jpg,2026-03-14 22:24:31.009812+00,2026-03-14 22:24:31.103+00
640513,Cream Cheese with Sun Dried Tomatoes and Pesto Pastry,"Preheat the oven to 350
Cut the block of cream cheese in half like a book
Spread the sundried tomatoes around on the top of one half
Spread the pesto around on top of the tomatoes.
Put the other half of the cream cheese back on top of the bottom half that is spread with pesto and tomatoes.
Open the can of crescents. Unroll the crescents rolls. Pinch together 2 triangles in order to make a square. Repeat with another two triangles. Spread one square out onto a baking sheet that has been prepared with baking non stick spray. Do not push it down into the pan. Lay the cream cheese block on top of the square. Lay the other square of crescent rolls on top of the cream cheese. Pinch the edges of the crescents together to seal the edges. You may use the remaining crescents for decoration pieces.
Paint the top of the crescent with the beaten egg
Bake at 350 for 20 mins. (Start checking at about 18 mins). Remove when pastry is rich golden color.
Serve hot.",10,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/640513.jpg,2026-03-14 22:23:35.106899+00,2026-03-14 22:23:35.203+00
640590,Creamy Asparagus Risotto Side Dish,"<ol><li>Chop the asparagus into 1/2 inch pieces.</li><li>Heat the chicken stock to boiling.</li><li>Lower the heat so the stock has a light rolling boil.</li><li>Add the asparagus and boil for 2-3 minutes.</li><li>Remove the asparagus from the stock with a slotted spoon.</li><li>Retain the stock for later use in the risotto, keeping warm over medium heat, covered.</li><li>Bathe the asparagus in cold ice water for a minute or two, drain and set aside.</li><li>Meanwhile, in another large sauce pan, heat the olive oil and butter over medium low heat.</li><li>Add the onion and shallot and cook 2-3 minutes, until translucent.</li><li>Add the vinegar and blend together.</li><li>Add the rice and cook in the pan for 3-4 minutes over medium heat.</li><li>Add the white wine and stir until the wine is almost absorbed.</li><li>Here is where you need to watch carefully and be patient.</li><li>The rice will absorb the wine slowly, but if you are not careful, it will dry out and stick to the bottom of the pan.</li><li>It is important to keep medium heat on it, so the rice will absorb the liquids, but do not let it stick.</li><li>Add 1/2 c. of the chicken stock, stir, and continue to occasionally stir while the rice absorbs the stock.</li><li>Carefully add the remaining stock in 1/2 c. increments, allowing the rice to absorb the liquid before adding more.</li><li>By about 3 cups you will really start to see the creamy texture in the rice.</li><li>This is good!</li><li>When all the stock is absorbed, remove the rice from the heat, and add the grated parmesan, mixing thoroughly.</li><li>Fold in the asparagus, being careful not to break the asparagus pieces.</li><li>Serve immediately, sprinkling the thinly sliced parmesan over the top for garnish.</li></ol>",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/640590.jpg,2026-03-14 22:22:45.078451+00,2026-03-14 22:22:45.179+00
640619,Creamy Chicken Orzo Soup,"In a large pot over medium heat, saute the vegetables in olive oil for about 10 minutes, until vegetables are tender.
Add the drained can of chicken and stir.
Season the chicken and vegetables with salt and pepper. Stir.
Increase the heat to medium-high and add the chicken broth plus 2 cans of warm water and stir.
Allow the soup to simmer for 15 minutes then add the uncooked pasta and seasoning. Stir.
Let the soup simmer for 20 minutes, stirring occasionally.
Add the condensed soup, stir until the broth is creamy and serve.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/640619.jpg,2026-03-14 23:07:08.698877+00,2026-03-14 23:07:08.853+00
640851,Crock Pot Beef and Bean Burritos,"Trim any fat from the meat. Rub seasoning mix over both sides of the meat and place in your slow cooker (crock pot) coated with cooking spray. Add onion, vinegar, peppers and garlic. If you like a little heat, leave a few of the seeds in with the jalapenos. Cover and cook on low heat setting for about 9 hours. Remove the meat from the cooker. Reserve the cooking liquid. Shred the meat with two forks and place back in the liquid to reheat.
Warm the beans and tortillas according to directions. Spread a couple of spoonfuls of beans down the center of a tortilla, spoon the meat mixture on top of the beans. Top with cheese and your favorite garnish, and roll up. YUM! Makes 12 8-inch tortillas.
I like to dress up refried beans with extra garlic and salsa, or some drained canned corn and extra salsa for the black beans.",12,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/640851.jpg,2026-03-14 23:17:16.246203+00,2026-03-14 23:17:16.386+00
641034,Cumin-Scented Basmati Rice Pilaf,"Melt butter in a large saucepan over medium heat. Add onion and cook, stirring often until onion becomes translucent, 3-4 minutes. Add cumin seeds and cook a minute more. Add rice. Cook and stir until rice becomes fragrant and is well coated with the butter. Add salt and water. Bring to a boil, then reduce heat to low. Cover and cook until the water is absorbed, about 15-17 minutes. Remove from heat and let sit, uncovered for 10 minutes, to let the steam escape. Gently fluff with a fork and serve.
**brown rice variation: Follow the instructions for the white rice version, substituting an equal amount of brown basmati rice for the white (I find you don't really need to rinse brown rice). Increase the water to 3c. and increase the cook time to 40-50 minutes.",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/641034.jpg,2026-03-14 23:14:26.588164+00,2026-03-14 23:14:26.737+00
641066,Curried Chicken Roll-Ups,"Place all ingredients (except tortillas, lettuce, and cream cheese) into a bowl. Stir well, until everything is nicely mixed and the larger chicken pieces have pulled apart.
Lightly toast or warm your tortillas on the stove top.
Scoop out a quarter of your chicken salad mixture and evenly spread it over the top of the tortilla.
Sprinkle a quarter of your lettuce over the chicken salad.
Now gently, and tightly, roll up your tortilla.
Use a good serrated knife to gently slice the roll into 4 or 6 pieces.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/641066.jpg,2026-03-14 23:08:07.489176+00,2026-03-14 23:08:07.629+00
641145,Curry-Braised Chicken,"<ol><li>Preheat your oven to 325 degrees Fahrenheit.</li><li>Cut the chicken breasts in half. Heat oil over medium-high in a Dutch oven. Dust chicken with salt and pepper, then brown 1-2 minutes per side in the oil, working in batches. Set chicken aside.</li><li>Add curry paste to the Dutch oven, then use a wooden spoon to break up large pieces and work the paste into the hot oil. Once combined, add the coconut milk and use the wooden spoon to release any browned pieces of chicken stuck to the pot. Stir in the fish sauce and sugar.</li><li>Cover the Dutch oven and place in the oven. Bake for 45-55 minutes, or until chicken is cooked through and no longer pink.</li><li>Stir in the lime juice and serve with cooked rice.</li></ol>",4,75,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/641145.jpg,2026-03-14 23:13:56.800956+00,2026-03-14 23:13:56.949+00
641185,Dad’s Breakfast Polenta,"Prepare polenta according to package directions. (Be sure to season with some salt and pepper as well!)
Meanwhile, cut bacon into small pieces and brown in a skillet with 1 tablespoon olive oil, on medium-high heat, until brown and crispy.
Remove the bacon and reserve for later.
Depending on your preference, you can either clean the pan and use 1 tablespoon olive oil, or you can cook the remaining veggies with a tablespoon of the bacon fat.)
Add turkey sausage and bell pepper and saut until sausage is browned and cooked through. Add green onions, bacon, salt and pepper and saut for 5 more minutes.
Add polenta to the meat and vegetables and stir to combine. Slowly stir in feta. Serve warm.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/641185.jpg,2026-03-14 23:07:47.035659+00,2026-03-14 23:07:47.183+00
641429,Creamy Corn Chowder,"<ol><li>In a large saucepan, cook bacon over medium-high heat until crispy:</li><li>Remove the bacon from the pan, drain on a paper towel and set aside.</li><li>Discard all but approximately 1 teaspoon of the grease from the saucepan.</li><li>Add chopped onion to the pan</li><li>Cook the onions in the reserved bacon grease until they begin to get soft and slightly browned.  Add to the pan: potato, water, and salt.</li><li>Cover the pan and cook over medium-heat for 10-15 minutes or until the potatoes are tender.  Stir in the canned corn, frozen corn, cream, and milk.</li><li>Reduce the heat to medium-low and simmer for 10 minutes.  Season to taste.</li><li>Stir in the reserved bacon and serve hot with warm biscuits or corn muffins.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/641429.jpg,2026-03-14 22:23:51.799453+00,2026-03-14 22:23:51.895+00
641559,Dolsot Bibimbap,"<ol><li>Marinate beef and tofu overnight in Korean barbecue marinade.</li><li>Cook rice and keep warm.</li><li>In sesame oil and a pinch of salt, saut carrots and zucchini until almost tender. If necessary add a bit more sesame oil and toss in the remaining vegetables, garlic and a pinch of sugar and continue to saut approximately 2 minutes, or until the vegetables are almost done (they will continue to cook in the dolsot or stone bowl)</li><li>Broil or barbecue the beef.</li><li>Pour a 1/2 - 1 teaspoon of sesame oil in the base of each stone bowl. Divide rice between the 4 stone bowls. Arrange all ingredients on top of the rice side by side around the bowl. Put a teaspoon (or more depending on taste) of the Korean chilli paste on top of the vegetables and in the middle of the bowl place an egg yolk. Pour a tablespoon of sesame seed oil around the edge of the bowl.</li><li>Place stone bowl on top of stove and on high heat leave for approx 5 minutes or until you can hear the rice popping and crackling.</li><li>Remove from heat and serve. Be very careful as the stone bowl will be extremely hot.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/641559.jpg,2026-03-14 22:22:39.186068+00,2026-03-14 22:22:39.288+00
641565,Donkatsu - Korean Breaded Pork Cutlet,"<ol><li>Trim off fat from pork chops (usually on the sides), then pound into thin pieces with tenderizer. Season with salt and pepper.</li><li>Coat pork with flour, then beaten egg, and lastly panko bread crumbs.</li><li>Heat vegetable oil in pan or skillet on medium heat.</li><li>Fry until golden brown and cooked through (you can cut to check insides). Usually takes about 8-10 minutes total if fully submerged in oil.</li><li>Remove cutlets from the oil and drain on paper towel to remove excess oil and cool.</li><li>Drain shredded cabbage well. Cut each cutlet into small pieces and serve on plate with cabbage slaw.</li><li>Serve with katsu sauce for dipping and serve with rice.</li></ol>",4,30,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/641565.jpg,2026-03-14 22:23:32.130724+00,2026-03-14 22:23:32.233+00
641583,Double Blueberry Quinoa Salad,"<ol><li>Rinse quinoa well in a fine mesh strainer.</li><li>Add to a pot with 2 cups water.</li><li>Bring to a boil.</li><li>Add sea salt, cover, reduce heat to low.</li><li>Simmer 15 minutes or until all of the water is absorbed.</li><li>Tranfer to a large bowl.</li><li>Add the vinegar, olive oil, lemon juice and mix well.</li><li>Add the remaining ingredients and mix well.</li></ol>",3,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/641583.jpg,2026-03-14 23:21:50.423805+00,2026-03-14 23:21:50.567+00
641653,Dried Prawns Yee Mee Soup,"Heat oil and fry dried prawns till crispy.
Remove and keep aside.
In the same oil, saut garlic.
Pour 1 liter of water.
Season with anchovies stock, pepper and salt.
Let it simmer till a boiling point.
In a bowl, add noodle, cabbage, fish cake; top with fried prawns and spring onions.
Pour soup over and serve immediately.",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/641653.jpg,2026-03-14 23:08:18.147852+00,2026-03-14 23:08:18.287+00
641687,Dry Mee Siam,"<ol><li>Soak the vermicelli in water till soft for about 30 minutes (I used chilli brand), Drain and set aside.</li><li>Using a food processor, grind the spice paste till fine and set aside.</li><li>Heat wok with some oil and make the beaten eggs into an omelette. Fold and slice the omelette thinly. Set aside.</li><li>Heat up the wok and add 3 tablespoons of oil. Once the oil is heated, fry the spice paste until aromatic and the oil separates. This ensures that the chillies are cooked through and you will not get that 'grassy' taste of raw chillies. Add shrimps, stir-frying until half done, then add the fried tofu pieces.</li><li>Add the vermicelli and keep stirring until the spice paste has spread evenly. (you may add about half cup of water to it if you find the rice vermicelli is still quite dry when frying) Add sugar and salt to taste, if requred, followed by bean sprouts and chives. Continue to stir-fry until the vegetables are cooked. Taste and adjust the seasoning by adding more salt or sugar to taste. If the noodles taste bland, add a little soy sauce/fish sauce to taste.</li><li>Garnish with shredded omelette, green lime and some red chillies on mee siam when serve.</li></ol>",3,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/641687.jpg,2026-03-14 23:19:36.517669+00,2026-03-14 23:19:36.657+00
641904,Easy Chicken Tandoori,<ol><li>Mix the tandoori paste and yogurt well. Marinate the chicken pieces well for about 30 minutes</li><li>Place the chicken pieces along with the marinate into a baking pan and bake until golden brown and then turn over  until chicken is done. Keep turning the chicken pieces a few times while baking. </li><li>Serve with in a bed of rice. Then lay the chicken fillets on the rice and put a bit of greek yogurt</li></ol>,12,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/641904.jpg,2026-03-14 23:16:51.455696+00,2026-03-14 23:16:51.586+00
642125,Easy Thai Fried Rice,"Crack the eggs into the leftover rice. Season with some salt and pepper.Use a fork and mix the rice and eggs around until well combine.
Heat some oil in a pan. Over the low flame, snip the kaffir leaves into the oil. When the leaves appear to be crispy, spoon them out from the oil and spread them out and rest on a kitchen towel.
Add in the rice-egg mixture into the same pan over medium flame. Use a spatula and check if the side (facing the pan) is looking like an omelette texture (golden brown).
When the omelette texture is achieved, flip the mixture to cook the other side. As it cooks, start breaking the mixture with a spatula to resemble loose rice grains.
Add in the red curry paste and mixed vegetables and stir to combine. The fried is ready when the mixed vegetable is heated through.
Sprinkle crispy kaffir leaves over fried rice before serving.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/642125.jpg,2026-03-14 22:24:11.33467+00,2026-03-14 22:24:11.411+00
